Date,Time,Latitude,Longitude,Speed (km/h),Altitude (ft),Roll Angle (deg),Pitch Angle (deg),Roll Control Movement,Pitch Control Movement,Engine1 RPM,Engine1 Temp (°C),Engine2 RPM,Engine2 Temp (°C),Oil Warning,Hydraulic Warning,Pressure Warning,Low Fuel Warning,Undercarriage Position
2024-11-12,00:25:21,26.16191939451522,91.53015823757433,192.97227511418367,348.97664172119914,44.32165775180334,-1.722791272426477,5.171126983496894,7.032721218679864,19.37815046688687,733.1243466400778,10.900892982559906,221.66960263516344,0,0,0,0,UP
2024-11-12,00:25:22,26.16621483643364,91.52901988368038,268.446044302259,6745.224818919615,43.01478729881745,-19.806588779382565,-0.2508322994929717,-0.3576944565655502,3.7806720138462535,541.5211811164215,61.862254966431486,665.6873890148847,0,0,0,0,UP
2024-11-12,00:25:23,26.17045648598687,91.52789478556245,376.9278761403731,18968.36792997457,-35.596463655392405,17.06252654645315,4.47083022982887,-0.4291050002948271,48.68620467662358,258.5495522665693,5.516387171180915,217.09247458511268,1,0,0,0,UP
2024-11-12,00:25:24,26.17464456269207,91.52678289008452,330.8740458712451,4998.996822204934,30.218966038109855,9.080978305716158,-4.290753849567892,-8.449937010925812,30.407623045976727,270.669499234113,59.591679761688496,690.4688117035201,0,0,0,0,UP
2024-11-12,00:25:25,26.178779286066412,91.52568414411057,181.79096532148327,11003.062279929345,-11.771429040044936,-14.793636062277633,-1.2787442433986378,-9.767544646030812,21.329347593201632,704.4389169050378,68.22819567940928,657.4579063055977,0,0,0,0,UP
2024-11-12,00:25:26,26.182860875627068,91.52459849450459,344.6060825705318,17620.276684188266,41.17843429673307,-18.471211014206993,6.8186198125750686,-9.0871049635806,56.38962495242554,349.8760007253279,68.68077555015006,223.86740013078605,0,0,0,0,UP
2024-11-12,00:25:27,26.186889550891205,91.52352588813058,363.38861087703424,4656.886043526913,18.4752891732211,10.337750904168594,-5.505787243815465,-0.7263796324180039,90.54980348960481,656.8038421813228,4.178760721109853,643.2370243485993,0,0,0,0,UP
2024-11-12,00:25:28,26.190865531375994,91.52246627185248,254.65166465574873,12176.841655790522,2.7678146459289152,16.169331657001493,-8.565840545358764,-1.3413432287987153,23.003698495558933,290.97684759875165,78.84315315692609,757.2742169037535,0,0,0,0,UP
2024-11-12,00:25:29,26.194789036598603,91.5214195925343,362.1692342433056,10768.23112074009,43.95033765443944,-16.240312712413434,5.022014273017517,-6.338759562929193,70.46217202254472,746.6390143074341,58.236842885989226,596.138001352968,0,0,0,0,UP
2024-11-12,00:25:30,26.198660286076198,91.52038579704002,363.31562187779934,13199.277544747849,14.058800052706864,5.833793690472888,3.6535810515819698,1.1305002366504713,99.7834949333654,769.7436212729625,74.7273983902859,711.854899583689,0,0,0,0,UP
2024-11-12,00:25:31,26.202479499325953,91.51936483223363,184.87117677322476,3166.9434891562,-28.787887102692704,-5.365118805212678,-0.4332470519844165,-2.9959510028764385,39.696499564571354,271.21861253927557,97.51719791298042,525.4417891930194,0,0,0,0,UP
2024-11-12,00:25:32,26.206246895865032,91.51835664497911,230.0374551817154,18932.769411363854,-30.472683058038058,-16.31871353265238,2.046527433273308,-6.523697873476664,74.5569418719441,545.6578363718772,67.48801837404835,597.8466673510889,0,0,0,0,UP
2024-11-12,00:25:33,26.209962695210606,91.51736118214043,385.76093228501634,5392.17293482478,-22.46251995655752,-2.369467811572065,-4.297076891099206,-6.610613426118954,38.31210686025307,609.9683530414675,15.222001311506773,692.9591247272854,0,0,0,0,UP
2024-11-12,00:25:34,26.213627116879852,91.51637839058158,397.3998585157622,2673.4246903801363,22.387105904447978,-2.4182015258179987,-7.210311979428665,-3.3246174779730726,36.36317135729305,318.6911936093701,43.21800064780399,563.1161075151995,0,0,0,0,UP
2024-11-12,00:25:35,26.217240380389928,91.51540821716658,263.13223276480585,6880.204012395776,23.35745828427339,9.252930108666622,-0.6406268658086312,-3.1998629333076227,72.9665570345244,593.5565519048866,80.15838472756074,691.2994514242846,0,0,0,0,UP
2024-11-12,00:25:36,26.220802705258,91.5144506087593,205.30664122502577,5385.148579172399,1.4222725024342537,8.742197881333382,-7.331093777154725,2.370052111235699,43.982752869874844,606.6181070401041,6.883115687673436,404.48100018970683,0,0,0,0,UP
2024-11-12,00:25:37,26.224314311001255,91.51350551222386,382.775540059706,4784.172896070702,44.36483094914112,2.245379340899312,-3.9885226692625135,-4.78410372456371,25.2750042742409,566.4507589048151,60.87555145196903,499.4416366362754,0,0,0,0,UP
2024-11-12,00:25:38,26.227775417136844,91.51257287442418,338.5377608285439,3327.133624117724,-18.793038051752195,-10.72256793838858,7.59639250497014,1.8833687146830584,76.18279500644036,257.788611806454,21.407412651905844,398.0790541353495,0,0,0,0,UP
2024-11-12,00:25:39,26.23118624318194,91.51165264222423,305.4283787898509,2860.9603093344654,44.955739136163245,-1.5951472122012191,-2.790814665776149,3.745433084653328,44.81515777202868,680.4041568806733,98.1123881668269,335.03673636247913,0,0,0,0,UP
2024-11-12,00:25:40,26.234547008653713,91.51074476248802,387.83012698787775,3093.491890856861,23.363492250192564,16.93437295085038,2.1921376592234765,-3.7851426126298504,75.41401155384779,236.55332040955773,74.07032700725867,506.20448538232966,0,0,0,0,UP
2024-11-12,00:25:41,26.237857933069343,91.50984918207952,397.97265639360546,9841.193609365482,-22.882529676328762,3.1236909589039428,-3.151223520215904,8.453374358888698,97.33814613170993,638.3412061786989,9.692004186801817,270.78108490111487,0,0,0,0,UP
2024-11-12,00:25:42,26.241119235945987,91.5089658478627,205.7702533090203,17627.296174388197,-4.066809660661903,2.4157030748268227,7.2246197625782855,3.2793917305181264,60.62441326950713,221.24538603613615,0.09957705313695664,648.0505463759246,0,0,0,0,UP
2024-11-12,00:25:43,26.244331136800813,91.50809470670157,139.7673421690978,7718.195749634958,-25.644880568021264,-3.473527318974142,4.051243431927583,5.131429955718636,60.272075391093416,562.8730079528148,6.983258918070412,681.411722825049,0,0,0,0,UP
2024-11-12,00:25:44,26.24749385515099,91.50723570546008,273.033869479822,3529.8281533812005,40.327411505971625,17.92673036103175,-0.12791492395368032,-9.15110679348604,47.33420778206837,486.78480066344775,30.284652845255067,742.7432749033163,0,1,0,0,UP
2024-11-12,00:25:45,26.250607610513693,91.50638879100224,233.0979346581584,17707.559292395,-42.24918649400879,17.5257276744316,-5.029171258738008,3.811318653463564,42.82889192218492,223.71823291785532,72.88932630188437,532.4318098181081,0,0,0,0,UP
2024-11-12,00:25:46,26.253672622406093,91.50555391019205,119.86508840680813,13257.60795505792,-12.711092488623507,-16.470661183826614,-4.574033928522361,9.246250650427879,73.19971509221594,574.7363537314272,91.48786595004907,463.51543284137426,0,0,0,0,UP
2024-11-12,00:25:47,26.256689110345352,91.50473100989345,137.3872316726838,5507.7604430525325,27.074235830219976,-11.965955063807119,9.329100695990476,-6.113623411777381,80.0217081121526,680.4635551301493,61.77317984952764,679.8556514962255,0,0,0,0,UP
2024-11-12,00:25:48,26.25965729384864,91.50392003697044,293.3588673751486,11486.207500316952,-7.399203908853131,-9.51903853793793,-8.832613247193638,-0.22018693052261895,97.97790769980747,466.21347585348997,4.3669482888547435,784.2083530311164,0,0,0,0,UP
2024-11-12,00:25:49,26.262577392433133,91.50312093828701,169.98973494169076,7474.692771414824,1.8298164061610365,17.05206577376775,-9.404214965595905,-1.4346769611754517,13.117965582162494,760.4273935290166,89.73328371612675,655.0434727605007,0,0,0,0,UP
2024-11-12,00:25:50,26.265449625615993,91.50233366070714,187.6040491723455,14709.934688315374,23.760773940594063,-19.300802042065893,-3.126088539102736,-8.626021963589935,54.624544925732806,735.5286295341457,29.041461408683233,751.865538247995,0,0,0,0,UP
2024-11-12,00:25:51,26.268274212914385,91.5015581510948,168.52173626335497,5226.699914965576,-40.15106707672089,2.6418652884821583,-8.214782495879291,-8.203418781433543,26.609762449025396,346.86214341134007,97.79764733172802,457.5781751617373,0,0,0,0,UP
2024-11-12,00:25:52,26.27105137384549,91.50079435631399,232.38299842602456,9296.413219076327,-33.527522025464535,15.016230693421456,9.90593708753346,9.178565678009868,80.3572042447478,408.08070100228656,71.45700166898195,432.4305813338724,0,0,0,0,UP
2024-11-12,00:25:53,26.273781327926468,91.50004222322869,331.2342797184235,5490.169680774899,-44.28704680628508,-18.604797321490114,-2.2435816197312093,9.22856031968982,94.51711011491368,324.6082070538818,77.73334812481055,500.87409615633374,0,0,0,0,UP
2024-11-12,00:25:54,26.27646429467449,91.49930169870288,158.38154598708377,15368.947617232334,-24.100031986798662,4.194739389538622,-3.886877460215481,-2.186338703326207,31.787309667680972,473.6398227474168,95.46661300968803,733.700386496344,0,0,0,0,UP
2024-11-12,00:25:55,26.27910049360673,91.49857272960054,212.63667455909507,13548.648809575181,-38.52058802375944,7.842246948879623,6.47748808218347,8.597221966910794,4.507149464424554,210.81931035168068,29.178870110262768,208.46229991421575,0,0,0,0,DOWN
2024-11-12,00:25:56,26.281690144240347,91.49785526278565,231.83762892452253,9404.70519218752,-28.035213954606473,-7.826759386939148,7.204314858372982,7.113063655373097,16.682740281785126,412.771640858691,71.73508773891223,293.7143512893476,0,0,0,0,UP
2024-11-12,00:25:57,26.284233466092516,91.49714924512219,128.84865730718408,10775.090268824022,16.976733535230686,4.03333848729822,-9.912243479989744,-5.877723908999693,15.558187320881844,760.6711856049325,52.58456449789284,454.32136382598003,0,0,0,0,UP
2024-11-12,00:25:58,26.28673067868041,91.49645462347418,328.8578387875449,14296.948753842466,17.17710180404101,0.3060060846249648,8.059690090007098,-8.879103846563108,4.111816407962154,536.1847400108925,90.74702547964797,372.79594494788927,0,0,0,0,UP
2024-11-12,00:25:59,26.289182001521194,91.49577134470553,326.19193537348804,11336.331813774224,12.979153311938028,-7.713127370420377,5.316647233981078,9.323089629368745,30.146934740112385,756.3926643207903,72.29704467874224,744.4956640019487,0,0,0,0,UP
2024-11-12,00:26:00,26.291587654132034,91.49509935568031,288.31830098221405,6817.106167722077,11.547827124789855,18.954222881844053,2.9486496751812385,-2.581801431582125,42.927523492575894,207.83859962028794,37.38612471678092,577.9285625417929,0,0,0,0,UP
2024-11-12,00:26:01,26.2939478560301,91.49443860326244,335.3078446601912,14593.690253924224,12.01504642387576,17.03598649174939,-9.704595101926996,-8.395136765824255,56.98911919821319,392.3255244747535,18.135951571121435,309.6457070122341,0,0,0,0,UP
2024-11-12,00:26:02,26.29626282673257,91.49378903431592,122.75358750366672,7863.739891436979,-17.888439302477117,15.086914853975323,2.1648442592595067,8.700441737494671,41.76719723606399,729.5774781303708,43.75532171966042,386.84322898143057,0,0,0,0,UP
2024-11-12,00:26:03,26.2985327857566,91.49315059570473,224.43715948665096,3628.761641736854,-40.25343013608208,14.73096002375928,-9.176986437622016,-9.166192194229614,45.705151147066516,626.8139263607056,62.583308704828575,395.9537078165299,0,0,0,0,UP
2024-11-12,00:26:04,26.300757952619367,91.49252323429289,249.20816857953324,16387.99318064534,25.8413727616733,-7.592697944909851,3.2001836007466906,6.75188693657131,58.953628069062184,555.8104882148298,83.77519089915216,727.9566627296305,0,0,0,0,UP
2024-11-12,00:26:05,26.302938546838035,91.49190689694431,264.5913913004499,2414.103211213047,-15.987204101314408,-19.14968779653126,1.1385425495378811,-1.3863908935775768,14.238986639978734,446.2674186583031,15.56395465023308,349.2286685245066,0,0,0,0,UP
2024-11-12,00:26:06,26.305074787929772,91.49130153052303,307.2151910617418,15528.987829290194,-33.24177360592907,9.90640656995334,-9.604689514827477,5.799641019062429,30.897428093146175,605.9516189529353,63.49543361296007,630.1186646592679,0,0,0,0,UP
2024-11-12,00:26:07,26.30716689541176,91.49070708189304,283.55898040728124,18789.9232148198,10.073068566842998,-4.817494208227849,-9.469851238840905,-5.514685219747477,29.641178876782426,348.0335074154585,42.617185889145524,794.2066309123034,0,0,0,0,UP
2024-11-12,00:26:08,26.309215088801157,91.49012349791826,335.42356573519953,15183.506831611028,37.578821588239094,8.106947773560268,-8.617187185317974,7.159643522343757,69.9603400904516,596.9325986404792,59.786132736614064,758.2312272969548,0,0,0,0,UP
2024-11-12,00:26:09,26.311219587615128,91.48955072546275,109.39100409892863,16830.44507886917,-43.04541308088859,10.111667764011063,-2.63490796343776,5.071687608870995,27.85115230923012,543.3198162683811,79.46909786421485,601.3212113643559,0,0,0,0,UP
2024-11-12,00:26:10,26.313180611370857,91.48898871139043,326.9724041065049,3655.6400177241785,38.90854946222676,-10.452754733938598,4.474197498421395,-7.428460770090108,93.99275843841178,327.4710157659713,66.23268411692477,762.3083456688524,0,0,0,0,UP
2024-11-12,00:26:11,26.315098379585493,91.4884374025653,314.58468797296507,17081.230756154593,-4.872298602214627,5.887414911201617,-6.407845053860026,-4.685252099692347,32.778526655152085,786.97655539416,94.02952490476719,526.1968965021813,0,0,0,0,UP
2024-11-12,00:26:12,26.316973111776225,91.48789674585137,279.5413392173579,15299.893003748866,-13.005821842665558,11.620693039592702,8.863902134743139,9.87331296213521,9.882521857919023,644.0207442583435,7.092468570967836,722.8971545920328,0,0,0,0,UP
2024-11-12,00:26:13,26.318805027460208,91.4873666881126,235.525390954428,12628.62519431153,-11.451748423668349,13.65572777918834,4.851415974973909,7.137042426540113,54.88681106636765,459.47524543877876,51.543048535865566,533.6388414184482,0,0,0,0,UP
2024-11-12,00:26:14,26.32059434615462,91.48684717621299,137.3464915651326,4787.040793747464,-12.834197685239275,-17.87427992319322,-0.31409971739130427,7.038126284471996,37.01270042106726,675.3043646709525,36.039262000251085,334.3981884611636,0,0,0,0,UP
2024-11-12,00:26:15,26.322341287376627,91.4863381570165,297.3873363816546,2982.210802569912,-37.72938623028535,11.769697153686892,-5.1244607272452125,7.2697366170889595,21.3139098485126,364.0071713223888,2.826086990822163,428.9290079350018,0,0,0,0,DOWN
2024-11-12,00:26:16,26.32404607064339,91.48583957738714,310.085385780325,10467.126330286357,-10.488129724024489,8.534467679018832,-1.7288358298022732,-0.11423742513509971,42.08374726774816,223.72668937664446,41.41655809795505,748.4184502014172,0,0,0,0,UP
2024-11-12,00:26:17,26.32570891547209,91.48535138418885,299.01724210177906,4417.396775311739,-43.908672959511605,4.196924317340951,-8.051837284991219,-6.340909045310119,81.0355707513056,485.4627957904128,80.98037712914507,248.83566610221484,0,0,0,0,UP
2024-11-12,00:26:18,26.327330041379888,91.48487352428565,134.8481524394236,14331.257082660184,-23.996808090991312,-2.0642596288604445,-2.4145604547749127,-4.372651723452239,90.84234139822598,613.6466670989021,5.3804402508629945,674.0079029771297,0,0,0,0,UP
2024-11-12,00:26:19,26.32890966788396,91.4844059445415,342.77338925068807,1342.7074106388052,33.72252112730479,-8.609650151582784,0.24471360018542399,-2.745185568098469,28.517550201754084,592.6212659525419,12.945554157405791,293.42939718497115,0,0,0,0,UP
2024-11-12,00:26:20,26.33044801450147,91.48394859182041,283.5057872108508,18485.683460986595,18.32012049832231,-18.147277033845754,5.873765395340854,9.629625729522783,48.57487187057741,319.0252859872677,80.84898662831478,611.6182197691796,0,0,0,0,UP
2024-11-12,00:26:21,26.33194530074958,91.48350141298634,104.04623104343338,4554.126294656887,16.31102665152533,-9.037745261004382,0.8505483558699201,6.255123110160181,21.924782581882685,396.13966154146726,83.18750513207635,306.3642170519381,0,0,0,0,UP
2024-11-12,00:26:22,26.33340174614548,91.48306435490329,182.1620716942698,13454.520200837498,1.469029809363839,15.858771210875751,9.209892051699857,1.717748271965247,35.78463504051247,389.48746929609314,75.93963289241339,330.2898814444852,0,0,0,0,UP
2024-11-12,00:26:23,26.334817570206315,91.4826373644352,309.65735332600366,2951.109006720478,-42.200705387850874,-16.880287540762787,1.8507764864176561,8.186422023940395,56.66940355525111,766.2006625204215,90.55995010035839,423.348043652656,0,0,0,0,UP
2024-11-12,00:26:24,26.336192992449273,91.48222038844614,384.46054141669015,17471.716846663912,13.018958810901957,-14.757094671035421,4.80762532504558,4.927988118050708,98.98992295656632,265.8266190022757,86.12377976792132,499.14268466053215,0,0,0,0,DOWN
2024-11-12,00:26:25,26.337528232391506,91.4818133738,382.14260299110265,16958.13099809707,18.54896684911128,-11.629802125848228,4.336354908696425,7.7874576923839065,99.3318010308059,544.328401075412,72.41455814182045,610.0123089136684,0,0,0,0,UP
2024-11-12,00:26:26,26.33882350955021,91.48141626736083,299.1508679126749,15244.212340963724,-3.5989807029585137,14.725918444616795,2.384299133904811,-5.420549744252261,14.316720063191902,480.75686665365487,25.07029583812208,436.1963522168883,0,0,0,1,UP
2024-11-12,00:26:27,26.34007904344251,91.48102901599255,348.2168488560518,9889.536761132962,-42.829129050149454,12.065244852704097,8.376990453835337,2.4363800495910795,70.93388453286008,287.5062946173982,41.18588007692258,629.3450216475919,0,0,0,0,UP
2024-11-12,00:26:28,26.341295053585622,91.4806515665592,191.33164307775138,7378.736483197625,41.58292262608967,19.449000928280313,9.966735250452516,8.03963314954835,97.32842325580584,658.8211693765733,1.3556638942163413,348.952508310171,0,0,0,0,UP
2024-11-12,00:26:29,26.342471759496682,91.48028386592473,228.48787520796097,16402.760725005122,-44.16397006257878,19.82581150212269,6.427870528613621,-8.360078856251745,7.023695673810093,728.9875652834858,19.630212397242786,275.67544945862886,0,0,0,0,DOWN
2024-11-12,00:26:30,26.34360938069288,91.47992586095316,369.5933702260541,4774.070530060946,-6.883178193222648,-13.48256630423987,8.969632617801818,8.707757170912785,98.58569246160337,733.4693890398812,15.441842093959767,311.77850917260764,0,0,0,0,UP
2024-11-12,00:26:31,26.344708136691366,91.47957749850842,334.580728610095,5499.703134441445,-15.294387045704681,-4.811631780449069,-4.293673178801662,3.61891834878611,28.53887255227593,444.4958212624291,16.21138650010332,688.3290958774601,0,0,0,0,UP
2024-11-12,00:26:32,26.34576824700933,91.47923872545454,340.5465134134454,6771.377163820899,-21.638766975766735,18.31863680160503,8.91245431523999,5.4802721153116085,23.481812981484406,299.63810151703916,51.00282892149687,558.9965970449733,0,0,0,0,UP
2024-11-12,00:26:33,26.346789931163922,91.47890948865545,126.09996616009914,11991.187641792909,-39.014940687687584,-17.73828481794648,-6.893535988804624,1.2383809773188847,83.41380666371042,733.9084375188635,10.417917092974516,797.8102503014095,0,0,0,0,UP
2024-11-12,00:26:34,26.347773408672328,91.4785897349752,399.00848352988544,11294.444421859622,1.0791882920263873,-8.042070281828497,-9.618432314341694,1.2208664411923174,10.139198786709414,577.3587471026042,45.44338047245352,554.9728125678135,0,0,0,0,UP
2024-11-12,00:26:35,26.3487188990517,91.47827941127771,261.3040623867796,303.30834685001946,4.6894518264590985,16.912438053433476,1.485347269461526,6.715280204108954,76.66539644686455,658.4147207220981,5.0483948555346885,280.7134037706124,0,0,0,0,UP
2024-11-12,00:26:36,26.349626621819215,91.477978464427,306.55260277967534,16370.80759343682,22.336733920208246,14.983059662305251,6.662823340802934,6.651124498880051,93.63977022359688,413.71319445149027,32.348667824823394,205.24711770389322,0,0,0,0,UP
2024-11-12,00:26:37,26.350496796492045,91.47768684128707,327.45957859833936,4918.056707821205,31.955699177780787,-14.729569600119152,-1.0245390930266556,-6.0370322695476535,97.10546073306513,796.7597627364835,56.02533119785647,340.26523574373346,0,0,0,0,UP
2024-11-12,00:26:38,26.35132964258736,91.47740448872185,356.7102943980027,11762.773494877481,41.76614962504176,18.97928587754094,8.253229333076387,8.103801093942124,93.27374234145393,515.9202812645105,82.172301679432,767.4121616782636,0,0,0,0,UP
2024-11-12,00:26:39,26.352125379622315,91.47713135359534,137.58490199870388,15015.218143621425,-36.788576367639436,-12.62409159337067,4.641053919448897,-0.6628798244016529,74.15120586393627,278.2160064061418,83.46502388258334,507.5267033851679,0,0,0,0,UP
2024-11-12,00:26:40,26.352884227114096,91.47686738277156,296.59775271554264,19596.475605994325,5.807885458200836,4.004587500504677,-5.3918377375688475,6.008877739979685,73.52790051178538,273.8842847662463,15.268936161188918,454.71401979195446,0,0,0,0,UP
2024-11-12,00:26:41,26.35360640457986,91.47661252311445,274.3392049739075,1023.5622909203403,-38.337031179628234,1.9465661821742408,8.5666201437122,-6.854813621671942,21.63951681472457,291.2209037276249,50.90767982570264,392.8574833896656,0,0,0,0,UP
2024-11-12,00:26:42,26.354292131536795,91.47636672148802,281.509084363836,16397.936522237283,1.6068549456217767,-18.184135898975413,-7.256580521377951,-6.275919913042474,4.902800952048436,347.47099654616557,71.91907475702047,362.3815890283687,0,0,0,0,UP
2024-11-12,00:26:43,26.35494162750204,91.47612992475622,104.51009654848558,15033.59416504906,42.1878771026995,-3.1214064739209526,0.39039103604300074,0.6944034458106216,92.66627261616583,542.0046780615955,14.275330578038725,498.4712068470614,0,0,0,0,UP
2024-11-12,00:26:44,26.355555111992793,91.47590207978308,354.94097709569706,5479.90206079219,-25.722750811803134,10.293521721344622,3.0329250518880357,9.703556279536954,42.20377169501959,502.10118696147725,24.824704948199216,696.8521299921988,0,0,0,0,UP
2024-11-12,00:26:45,26.356132804526197,91.47568313343253,357.8733558327786,15935.864478777092,-20.624489932991846,12.461147327599058,-2.85495963089139,-5.296011370117264,64.08677368623799,652.0610605691351,13.194227673179991,781.8004492422053,0,0,0,0,UP
2024-11-12,00:26:46,26.356674924619444,91.4754730325686,113.56748287494112,11248.384697552774,37.764008786990445,-8.389557307519109,4.82508976715809,6.283336277787658,6.857587910998775,346.2508666728871,76.60127485616566,680.0609484744862,0,0,0,0,UP
2024-11-12,00:26:47,26.357181691789688,91.47527172405523,291.01022522763304,17947.90040446128,11.256957597935028,9.772030031139444,7.733489585732428,-7.500332371395421,67.81328169390491,495.9633824400607,85.30608592309116,774.7641172526464,0,0,0,0,DOWN
2024-11-12,00:26:48,26.357653325554107,91.47507915475647,308.45830410305314,4394.166298525595,11.918756990382825,2.6127721025525616,-5.408478784560186,-5.834755831685399,7.761566607969527,774.86320460203,61.53420159060722,204.03192472464036,0,0,0,0,UP
2024-11-12,00:26:49,26.358090045429865,91.47489527153623,161.239405919603,11825.220933107012,-24.446020803977568,-8.613866883115211,6.903146961610979,-4.399940693496173,38.72339433159664,373.5699282065913,48.02109537472261,649.8047937371241,0,0,0,0,DOWN
2024-11-12,00:26:50,26.35849207093413,91.47472002125852,265.1113332473095,18208.028728529334,-6.825354267447352,19.33997273441682,-9.710611183047646,-4.626606486533231,38.119079016649046,301.9917260953184,78.86800793689093,591.1882372098037,0,0,0,1,UP
2024-11-12,00:26:51,26.358859621584077,91.47455335078732,287.28504535526014,18978.17333245344,-2.70556222104112,-8.114605372677861,-9.842999237911318,-3.877265017573479,85.62047488942953,547.290394876265,75.18281273346197,437.20881379647597,0,0,0,0,UP
2024-11-12,00:26:52,26.359192916896866,91.47439520698661,299.52500365169635,4239.681587243189,-34.335482893438794,17.66750962901125,9.955259422014027,8.612576706663557,44.47414683190538,496.81814335190074,79.16668642457455,779.2381959588366,0,0,0,0,UP
2024-11-12,00:26:53,26.359492176389676,91.47424553672042,207.00012209697744,17933.57508417288,-18.250499883581384,-17.412729657410807,0.3658276018588129,-9.058583365235949,73.57136039532912,689.3166028866456,37.220473819789035,366.67546217639523,0,0,0,0,UP
2024-11-12,00:26:54,26.35975761957967,91.47410428685266,363.83271705060275,10035.010398684723,32.16483573250363,-3.7404132573011353,2.157986769653009,8.901137309395327,15.825341491693411,310.749072387791,1.2947683368489726,564.2091262393582,0,0,0,0,UP
2024-11-12,00:26:55,26.359989465984018,91.47397140424735,215.3438798136379,2751.972086307278,7.258823767136093,-18.336259186876198,5.46715282812049,-8.034747151596076,1.2317115565389725,479.5582604794092,92.93899638841772,473.38346917073267,0,0,0,0,UP
2024-11-12,00:26:56,26.360187935119896,91.4738468357685,378.44729870260545,18862.007721863185,-32.11773266476935,19.049419048452457,-6.315021034793171,0.9965020924759322,55.21516642653809,554.5137130416022,12.789708708806325,478.2323954975739,0,0,0,0,UP
2024-11-12,00:26:57,26.360353246504452,91.47373052828003,103.43016235310591,11797.407704054756,23.01897684877659,8.607357576658696,-8.703398446710878,9.352120696498943,71.96512927969866,649.9887302275777,13.21555990808524,784.2680935443173,0,0,0,0,UP
2024-11-12,00:26:58,26.36048561965488,91.47362242864595,109.0028185361684,18565.07725271854,39.212026512883895,-7.349251365248403,-5.088055588947633,-3.440313920863991,64.78371724745874,286.05842980113266,50.245324939929525,763.0355839763068,0,0,0,0,UP
2024-11-12,00:26:59,26.360585274088333,91.47352248373028,143.7733183778538,19724.037374754313,-17.88395792546263,-15.248854140459457,3.703585761097523,-0.9741940478653266,48.644780273940356,453.4612508727506,87.93657306698725,259.9748105256074,0,0,0,0,UP
2024-11-12,00:27:00,26.360652429321988,91.47343064039696,238.9579236529698,8657.913068996882,-27.64312603537127,11.88506734878423,2.2450599489730294,0.3096385902130887,8.222730954019886,335.12031254994645,68.3002359489333,414.6213646653491,0,0,0,0,UP
